2

100

95

26,15,17,23,17,20,24,23,13,16,18,16,24,15,20,15,22,20,16,20,21,12,15,24,18,17,11,17,21,20,17,16,13,25,13,23,14,20,17,22,15,17,21,16,19,18,29,23,21,14,19,25,18,19,20,12,14,19,23,15,17,24,22,13,21,17,18,20,22,14,21,26,24,13,15,27,23,15,15,11,18,18,12,16,24,16,21,18,18,15,19,19,20,26,19

17,10,11,15,11,13,16,15,8,10,12,10,16,10,13,10,14,13,10,13,14,8,10,16,12,11,7,11,14,13,11,10,8,16,8,15,9,13,11,14,10,11,14,10,12,12,19,15,14,9,12,16,12,12,13,8,9,12,15,10,11,16,14,8,14,11,12,13,14,9,14,17,16,8,10,18,15,10,10,7,12,12,8,10,16,10,14,12,12,10,12,12,13,17,12

34,20,22,30,22,26,32,30,16,20,24,20,32,20,26,20,28,26,20,26,28,16,20,32,24,22,14,22,28,26,22,20,16,32,16,30,18,26,22,28,20,22,28,20,24,24,38,30,28,18,24,32,24,24,26,16,18,24,30,20,22,32,28,16,28,22,24,26,28,18,28,34,32,16,20,36,30,20,20,14,24,24,16,20,32,20,28,24,24,20,24,24,26,34,24

1152

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
